rank,chemical_id,chemical_name,ensemble_score,is_known_GBM_therapeutic,anti_neoplastic,n_targets
1761,C000607289,mirvetuximab soravtansine,-2.1601085662841797,False,False,17
1762,C062843,carboprost tromethamine,-2.1629202365875244,False,False,2
1763,D000077590,Mivacurium,-2.1635565757751465,False,False,12
1764,D000069454,Darunavir,-2.1643736362457275,False,False,2
1765,C096323,rimabotulinumtoxinB,-2.16534423828125,False,False,3
1766,C016671,pitressin tannate,-2.1658170223236084,False,False,3
1767,C060347,lanreotide,-2.167409896850586,False,False,7
1768,C050700,quinethazone,-2.169276714324951,False,False,1
1769,D010632,Pheniramine,-2.1701600551605225,False,False,2
1770,C000611266,obiltoxaximab,-2.1711738109588623,False,False,1
1771,C031942,argatroban,-2.171219825744629,False,False,2
1772,C045941,ethyl vanillin,-2.1712825298309326,False,False,2
1773,C056498,aceclofenac,-2.1722300052642822,False,False,5
1774,D008879,Midodrine,-2.1749422550201416,False,False,10
1775,D000069478,Lisdexamfetamine Dimesylate,-2.1749534606933594,False,False,8
1776,D019357,Potassium Citrate,-2.1750714778900146,False,False,1
1777,C467894,ambrisentan,-2.178826093673706,False,False,5
1778,C003390,"3,3',4',5-tetrachlorosalicylanilide",-2.1790342330932617,False,False,6
1779,D014841,von Willebrand Factor,-2.1790640354156494,False,False,4
1780,C113826,dalfopristin,-2.1792409420013428,False,False,2
1781,C100198,ethinamate,-2.1814992427825928,False,False,1
1782,D014499,Uracil Mustard,-2.1823432445526123,False,False,1
1783,D001414,Bacitracin,-2.18389892578125,False,False,3
1784,D053243,Zanamivir,-2.185765504837036,False,False,2
1785,D001960,Bromazepam,-2.187666893005371,False,False,21
1786,D014309,Tripelennamine,-2.1895620822906494,False,False,5
1787,C081222,sargramostim,-2.1913328170776367,False,False,2
1788,D008272,Mafenide,-2.1932260990142822,False,False,4
1789,C030578,chloramphenicol palmitate,-2.1932570934295654,False,False,4
1790,D014042,Tolazamide,-2.1957061290740967,False,False,7
1791,C555622,ulipristal acetate,-2.1971945762634277,False,False,2
1792,D000092,Acetohexamide,-2.201613426208496,False,False,5
1793,D000077595,Famciclovir,-2.2018086910247803,False,False,1
1794,D003006,Clopenthixol,-2.205636739730835,False,False,5
1795,C414203,nepafenac,-2.207714796066284,False,False,3
1796,D003501,Cyclizine,-2.2079927921295166,False,False,2
1797,D009268,Nalidixic Acid,-2.2096993923187256,False,False,6
1798,D054199,Pseudoephedrine,-2.2098495960235596,False,False,17
1799,D000077592,Maraviroc,-2.2107021808624268,False,False,5
1800,C584752,zavegepant,-2.2112960815429688,False,False,2
1801,D001627,Bethanidine,-2.212092399597168,False,False,8
1802,C084831,isopropamide iodide,-2.213346242904663,False,False,5
1803,C005709,raubasine,-2.2142040729522705,False,False,12
1804,D000198,Spectinomycin,-2.2152061462402344,False,False,2
1805,D017576,Daptomycin,-2.2168474197387695,False,False,1
1806,C423508,abarelix,-2.2171385288238525,False,True,2
1807,C032128,paramethasone acetate,-2.217716932296753,False,False,2
1808,C000722501,diroximel fumarate,-2.2207510471343994,False,False,1
1809,C052549,ramiprilat,-2.221686363220215,False,False,1
1810,D014011,Tinidazole,-2.2223682403564453,False,False,3
1811,D012633,Secretin,-2.2241294384002686,False,False,3
1812,C552956,vonoprazan,-2.225191116333008,False,False,3
1813,C010312,protokylol,-2.2266457080841064,False,False,2
1814,C000592580,glasdegib,-2.226698160171509,False,True,4
1815,C023808,rifamycin SV,-2.2278096675872803,False,False,5
1816,D000069464,Solifenacin Succinate,-2.231659173965454,False,False,9
1817,C585405,paritaprevir,-2.233970880508423,False,False,2
1818,D008680,Metaraminol,-2.234161138534546,False,False,9
1819,D011223,Praziquantel,-2.2348995208740234,False,False,7
1820,C004463,benzothiazide,-2.2350833415985107,False,False,4
1821,D000077560,Enfuvirtide,-2.236297369003296,False,False,3
1822,C455861,pegfilgrastim,-2.2375123500823975,False,False,1
1823,D000654,Amobarbital,-2.238441228866577,False,False,4
1824,C016713,quinidine gluconate,-2.2404000759124756,False,False,10
1825,C539351,elagolix,-2.2419655323028564,False,False,2
1826,C406545,pegvisomant,-2.2425854206085205,False,False,1
1827,C064572,gadobenic acid,-2.2429635524749756,False,False,1
1828,D000077487,Pramipexole,-2.243147611618042,False,False,5
1829,C000123,bendazac,-2.244335174560547,False,False,1
1830,C000705749,lumateperone,-2.2447338104248047,False,False,6
1831,D001398,Aztreonam,-2.2479546070098877,False,False,7
1832,C018904,dexchlorpheniramine,-2.247995615005493,False,False,2
1833,C446481,aliskiren,-2.25286865234375,False,False,3
1834,D008728,Methotrimeprazine,-2.253946304321289,False,False,14
1835,C570288,ertugliflozin,-2.255614757537842,False,False,4
1836,C084605,dibenzepin,-2.2560408115386963,False,False,2
1837,C532570,"N,N-diethyl-4-(5-hydroxyspiro(chromene-2,4'-piperidine)-4-yl)benzamide",-2.260507822036743,False,False,4
1838,C580789,betamethasone acetate,-2.260728359222412,False,False,1
1839,D013627,Talc,-2.2617108821868896,False,False,5
1840,D006024,Glycopyrrolate,-2.2673864364624023,False,False,7
1841,C000620491,naldemedine,-2.267979621887207,False,False,4
1842,D014325,Tromethamine,-2.2686567306518555,False,False,1
1843,C009021,prednisolone tebutate,-2.269944906234741,False,False,1
1844,C023445,altrenogest,-2.2722227573394775,False,False,1
1845,D051523,Fibroblast Growth Factor 7,-2.274216890335083,False,False,8
1846,C100294,phendimetrazine,-2.275266408920288,False,False,4
1847,C000628792,voxelotor,-2.2766196727752686,False,False,6
1848,C053001,adefovir,-2.27670955657959,False,False,6
1849,C509657,"estrogens, conjugated synthetic B",-2.280000925064087,False,False,2
1850,C000613976,capmatinib,-2.281095027923584,False,True,3
1851,D004456,Echothiophate Iodide,-2.2839605808258057,False,False,3
1852,C000609083,larotrectinib,-2.2852389812469482,False,True,4
1853,C586842,((3-methoxythiophen-2-yl)methyl)((2-(9-(pyridin-2-yl)-6-oxaspiro(4.5)decan-9-yl)ethyl))amine,-2.2861337661743164,False,False,3
1854,C000705992,Bexagliflozin,-2.286322593688965,False,False,4
1855,C070364,fluphenacur,-2.2870123386383057,False,False,2
1856,C084599,clotiazepam,-2.287311315536499,False,False,19
1857,C000634104,lemborexant,-2.287515163421631,False,False,4
1858,C015808,difluprednate,-2.2876293659210205,False,False,3
1859,C523483,linaclotide,-2.288588762283325,False,False,2
1860,D009388,Neostigmine,-2.292463541030884,False,False,8
1861,D004897,Erythrityl Tetranitrate,-2.2930774688720703,False,False,3
1862,C087255,mitiglinide,-2.2937490940093994,False,False,3
1863,C107201,tipranavir,-2.2956254482269287,False,False,3
1864,D010418,Pentagastrin,-2.2999517917633057,False,False,4
1865,C000620232,avacopan,-2.300309419631958,False,False,2
1866,D000068898,Raltegravir Potassium,-2.3024885654449463,False,False,2
1867,D002937,Cinoxacin,-2.305678129196167,False,False,2
1868,D000069557,Travoprost,-2.307786703109741,False,False,1
1869,C010948,erythromycin lactobionate,-2.3084990978240967,False,False,2
1870,C570240,empagliflozin,-2.3098955154418945,False,False,9
1871,D000078334,Lacosamide,-2.310049057006836,False,False,13
1872,D015377,Cilastatin,-2.3115732669830322,False,False,2
1873,D019832,N-Methylscopolamine,-2.3119029998779297,False,False,9
1874,C018038,dexamethasone acetate,-2.3124735355377197,False,False,2
1875,C026189,caffeine citrate,-2.3125393390655518,False,False,4
1876,D018723,Bethanechol,-2.313396692276001,False,False,10
1877,C578009,grazoprevir,-2.315267562866211,False,False,2
1878,C077073,nitisinone,-2.315589189529419,False,False,1
1879,C000608232,"N-(4-((5-(hydroxy(phenyl)methyl)pyrrolidin-2-yl)methyl)phenyl)-4-oxo-4,6,7,8-tetrahydropyrrolo(1,2-a)pyrimidine-6-carboxamide",-2.315629243850708,False,False,2
1880,C524142,mipomersen,-2.3169662952423096,False,False,2
1881,C094817,ibutamoren mesylate,-2.3182733058929443,False,False,1
1882,D004918,Erythromycin Estolate,-2.319688081741333,False,False,3
1883,C053853,dirithromycin,-2.3198094367980957,False,False,2
1884,D042724,"Estrogens, Esterified (USP)",-2.3206279277801514,False,False,2
1885,C100122,meclocycline,-2.320646047592163,False,False,9
1886,C485333,tafluprost,-2.32348895072937,False,False,2
1887,C021988,deflazacort,-2.3266537189483643,False,False,2
1888,D000077549,Artemether,-2.331202268600464,False,False,6
1889,C072630,isopropyl unoprostone,-2.3342959880828857,False,False,1
1890,D011139,Polythiazide,-2.3351516723632812,False,False,1
1891,C508735,isavuconazole,-2.3388402462005615,False,False,1
1892,D002077,Butorphanol,-2.339980363845825,False,False,10
1893,D002753,Chlorzoxazone,-2.3424031734466553,False,False,12
1894,C109932,gadofosveset trisodium,-2.345250368118286,False,False,1
1895,C000731753,efbemalenograstim alfa,-2.3452889919281006,False,False,1
1896,C000657129,difelikefalin,-2.3497467041015625,False,False,2
1897,C509058,monomethyl fumarate,-2.3497989177703857,False,False,5
1898,C043648,acrivastine,-2.3499929904937744,False,False,2
1899,C000629782,talimogene laherparepvec,-2.35058856010437,False,False,2
1900,C007630,estradiol 17 beta-cypionate,-2.3526809215545654,False,False,3
1901,D000069580,Bimatoprost,-2.3535211086273193,False,False,4
1902,D010633,Phenmetrazine,-2.3576741218566895,False,False,2
1903,C084830,benorilate,-2.3596436977386475,False,False,1
1904,D002207,Capreomycin,-2.359927177429199,False,False,2
1905,C006069,mequitazine,-2.3599894046783447,False,False,2
1906,C560572,finafloxacin,-2.363990545272827,False,False,1
1907,C588408,resmetirom,-2.369127035140991,False,False,2
1908,D008614,Meperidine,-2.3693249225616455,False,False,12
1909,D011392,Proline,-2.3729519844055176,False,False,2
1910,D001589,Benzphetamine,-2.375314950942993,False,False,4
1911,C005900,triamcinolone hexacetonide,-2.377683639526367,False,False,1
1912,C542859,aclidinium bromide,-2.3779189586639404,False,False,1
1913,C000629884,Risdiplam,-2.380887269973755,False,False,2
1914,D000077422,Enrofloxacin,-2.3823671340942383,False,False,2
1915,D002019,Bufexamac,-2.3837227821350098,False,False,3
1916,D017300,Pipecuronium,-2.385152816772461,False,False,10
1917,C025130,quazepam,-2.386934757232666,False,False,19
1918,D010068,Oxacillin,-2.388627052307129,False,False,1
1919,C111332,Lasofoxifene,-2.3897693157196045,False,False,2
1920,C014417,clebopride,-2.3952689170837402,False,False,6
1921,C009348,sulfanilylurea,-2.400092124938965,False,False,1
1922,D012981,Sodium Tetradecyl Sulfate,-2.4023358821868896,False,False,2
1923,D057073,Thyrotropin Alfa,-2.4037907123565674,False,False,3
1924,C016131,testosterone 17 beta-cypionate,-2.412877321243286,False,False,1
1925,C019323,deoxycortone pivalate,-2.4141933917999268,False,False,2
1926,C000589308,naloxegol,-2.4144647121429443,False,False,2
1927,D000078862,Levomilnacipran,-2.416794538497925,False,False,5
1928,C000722912,maralixibat,-2.417428970336914,False,False,4
1929,C113825,quinupristin,-2.4200239181518555,False,False,2
1930,D064412,Levalbuterol,-2.4204747676849365,False,False,2
1931,C014792,reproterol,-2.420567512512207,False,False,1
1932,C000710948,Zolgensma,-2.422844886779785,False,False,2
1933,D004053,Diethylpropion,-2.428015947341919,False,False,3
1934,D000077585,Terlipressin,-2.428675889968872,False,False,3
1935,D008736,Methyclothiazide,-2.429053544998169,False,False,3
1936,D004097,Dihydrotachysterol,-2.4291675090789795,False,False,1
1937,C508854,netupitant,-2.4300949573516846,False,False,4
1938,D015572,Spiramycin,-2.4308762550354004,False,False,2
1939,C008958,polyestradiol phosphate,-2.4334347248077393,False,False,4
1940,C100263,dromostanolone,-2.4384889602661133,False,True,1
1941,C518174,MK-0524,-2.4388763904571533,False,False,15
1942,D016651,Lithium Carbonate,-2.4409048557281494,False,False,10
1943,D004096,Dihydrostreptomycin Sulfate,-2.4409916400909424,False,False,2
1944,C005719,pyrovalerone,-2.441009759902954,False,False,2
1945,C035229,laurocapram,-2.442009925842285,False,False,1
1946,C554125,interferon gamma-1b,-2.4428272247314453,False,False,2
1947,C523468,selexipag,-2.443385601043701,False,False,2
1948,C000619503,voxilaprevir,-2.4441423416137695,False,False,3
1949,C011462,erythromycin stearate,-2.4444925785064697,False,False,2
1950,C033158,sulfuric acid,-2.4446218013763428,False,False,1
1951,C005924,cortivazol,-2.449169874191284,False,False,1
1952,C006717,bentiromide,-2.449467420578003,False,False,1
1953,D000069474,Sofosbuvir,-2.4500749111175537,False,False,2
1954,C100234,benzquinamide,-2.450227975845337,False,False,9
1955,C020283,diethanolamine,-2.4512546062469482,False,False,6
1956,C004858,diphenidol,-2.4519670009613037,False,False,8
1957,D001566,Benzocaine,-2.4529950618743896,False,False,4
1958,C000713628,ispaghula seed,-2.4568657875061035,False,False,3
1959,C000629536,Inotersen,-2.4587268829345703,False,False,1
1960,C028994,betamethasone sodium phosphate,-2.4673852920532227,False,False,2
1961,D001462,Barbital,-2.4706084728240967,False,False,1
1962,C005101,mepenzolic acid,-2.4709365367889404,False,False,7
1963,C029109,hydrocortisone cypionate,-2.4735829830169678,False,False,1
1964,C000730926,eplontersen,-2.4756851196289062,False,False,1
1965,C522124,besifloxacin,-2.476017713546753,False,False,1
1966,D006857,Hydroflumethiazide,-2.476654291152954,False,False,2
1967,C583569,etelcalcetide hydrochloride,-2.4794809818267822,False,False,2
1968,C102817,voglibose,-2.480320692062378,False,False,4
1969,C571179,eravacycline,-2.482959032058716,False,False,2
1970,C553306,Osilodrostat,-2.4841415882110596,False,False,2
1971,C543086,betrixaban,-2.486142873764038,False,False,1
1972,D008692,Methadyl Acetate,-2.486469268798828,False,False,3
1973,D013747,Tetrabenazine,-2.491805076599121,False,False,5
1974,D000560,Amdinocillin,-2.494255304336548,False,False,1
1975,C496269,Clascoterone,-2.495637893676758,False,False,1
1976,C437186,"follicle stimulating hormone, human, with HCG C-terminal peptide",-2.4989330768585205,False,False,1
1977,C575681,sotagliflozin,-2.5018482208251953,False,False,5
1978,D003061,Codeine,-2.506049156188965,False,False,10
1979,C000634383,daridorexant,-2.506927490234375,False,False,4
1980,D017337,Sermorelin,-2.508410692214966,False,False,2
1981,C000606131,samidorphan,-2.5088536739349365,False,False,6
1982,D010248,Paramethasone,-2.509809732437134,False,False,2
1983,D003084,Colestipol,-2.5132713317871094,False,False,1
1984,C035289,dapiprazole,-2.5139591693878174,False,False,5
1985,C000716911,linzagolix,-2.51896071434021,False,False,1
1986,D000069585,Filgrastim,-2.521465301513672,False,False,2
1987,C100162,acetophenazine,-2.5228703022003174,False,False,3
1988,C047637,nomegestrol,-2.5285470485687256,False,False,2
1989,C523187,fluticasone furoate,-2.5292489528656006,False,False,1
1990,C054940,clidinium,-2.5302488803863525,False,False,5
1991,D000069552,Rivaroxaban,-2.5329301357269287,False,False,9
1992,C026016,chloramphenicol succinate,-2.535231113433838,False,False,2
1993,C054501,quinaprilat,-2.5376272201538086,False,False,3
1994,C002170,bismuth subgallate,-2.538865327835083,False,False,1
1995,C106389,conivaptan,-2.5397090911865234,False,False,4
1996,C061018,ganirelix,-2.5539562702178955,False,False,3
1997,C026041,phenyl salicylate,-2.554333448410034,False,False,2
1998,D007981,Levorphanol,-2.5688209533691406,False,False,3
1999,C009118,pirbuterol,-2.570709705352783,False,False,1
2000,D013011,Sorbic Acid,-2.5720958709716797,False,False,1
2001,C577506,recombinant factor VIII N8,-2.572202444076538,False,False,1
2002,C038892,methyl anthranilate,-2.574143409729004,False,False,1
2003,D009266,Nalbuphine,-2.579136848449707,False,False,11
2004,D013973,Thyrotropin-Releasing Hormone,-2.579225778579712,False,False,1
2005,C017774,trimethaphan camsylate,-2.579782724380493,False,False,2
2006,D064699,Dexmethylphenidate Hydrochloride,-2.582446813583374,False,False,2
2007,D010626,Phenylethyl Alcohol,-2.5966670513153076,False,False,1
2008,D000077423,Polidocanol,-2.5971298217773438,False,False,1
2009,C000654124,"tezacaftor, ivacaftor drug combination",-2.598397970199585,False,False,1
2010,D004025,Dicyclomine,-2.6049630641937256,False,False,12
2011,C554126,Interferon Alfa-n3,-2.610971450805664,False,True,3
2012,D007930,Leucine,-2.6115026473999023,False,False,8
2013,D000075,Acepromazine,-2.6119139194488525,False,False,2
2014,D007986,Luteinizing Hormone,-2.6184146404266357,False,False,1
2015,C584575,plecanatide,-2.619983434677124,False,False,2
2016,D000097572,Cefpirome,-2.622661590576172,False,False,1
2017,D006585,Altretamine,-2.6249046325683594,False,False,1
2018,C000608808,fezolinetant,-2.6253697872161865,False,False,2
2019,D014334,Tropolone,-2.629499673843384,False,False,1
2020,C421124,drotrecogin alfa activated,-2.6346280574798584,False,False,2
2021,C549349,opicapone,-2.634748697280884,False,False,6
2022,C487637,telavancin,-2.640911817550659,False,False,1
2023,C038981,nalmefene,-2.6417810916900635,False,False,7
2024,C005034,hexafluorenium,-2.6468570232391357,False,False,2
2025,C000629074,elexacaftor,-2.64959716796875,False,False,1
2026,C583329,eflapegrastim,-2.653031349182129,False,False,2
2027,D008927,Mitobronitol,-2.653064012527466,False,False,1
2028,C561634,relugolix,-2.6570098400115967,False,False,2
2029,D008454,Mazindol,-2.6625568866729736,False,False,6
2030,C000721148,betibeglogene autotemcel,-2.664613962173462,False,False,1
2031,C009022,prednisolone phosphate,-2.6664626598358154,False,False,1
2032,D007977,Levallorphan,-2.672083854675293,False,False,2
2033,C028209,diphemanil methylsulfate,-2.673147201538086,False,False,2
2034,C048498,erdosteine,-2.6738834381103516,False,False,2
2035,C078548,totarol,-2.6748244762420654,False,False,1
2036,D014745,Viloxazine,-2.6769907474517822,False,False,3
2037,C586541,ledipasvir,-2.6856582164764404,False,False,3
2038,D004491,Edrophonium,-2.6856889724731445,False,False,2
2039,D011410,Propanidid,-2.687161684036255,False,False,2
2040,C100010,difenoxin,-2.6873207092285156,False,False,1
2041,C041981,padimate-O,-2.6929378509521484,False,False,2
2042,C583570,revefenacin,-2.694162607192993,False,False,5
2043,D012844,Sincalide,-2.694300413131714,False,False,4
2044,D008972,Molindone,-2.694378614425659,False,False,6
2045,C000612853,glecaprevir,-2.703770875930786,False,False,1
2046,D002720,Chlormezanone,-2.706073045730591,False,False,1
2047,C479538,tesamorelin,-2.7066709995269775,False,False,2
2048,D020110,Pinacidil,-2.713787794113159,False,False,4
2049,D008236,Lypressin,-2.714185953140259,False,False,3
2050,C508827,acetanilide,-2.722109794616699,False,False,1
2051,D000551,Ambroxol,-2.7258646488189697,False,False,2
2052,C431566,acetyl-2-naphthylalanyl-3-chlorophenylalanyl-1-oxohexadecyl-seryl-4-aminophenylalanyl(hydroorotyl)-4-aminophenylalanyl(carbamoyl)-leucyl-ILys-prolyl-alaninamide,-2.7273128032684326,False,False,1
2053,D017329,Triptorelin Pamoate,-2.728375196456909,False,False,3
2054,D014294,Trimethaphan,-2.7326858043670654,False,False,2
2055,C100232,anileridine,-2.7328662872314453,False,False,3
2056,C004497,bisabolol,-2.743361711502075,False,False,1
2057,D008621,Meptazinol,-2.7480239868164062,False,False,3
2058,C020527,tioconazole,-2.749738931655884,False,False,1
2059,C084591,propiomazine,-2.751283884048462,False,False,14
2060,D004979,Ethamsylate,-2.7537012100219727,False,False,3
2061,D000078142,Tazobactam,-2.754842758178711,False,False,1
2062,D064692,Hyoscyamine,-2.75879168510437,False,False,2
2063,D050477,Urofollitropin,-2.75996470451355,False,False,3
2064,D008721,Methocarbamol,-2.7698276042938232,False,False,6
2065,D004315,Doxapram,-2.772066831588745,False,False,4
2066,C526675,fesoterodine,-2.774641752243042,False,False,5
2067,D002086,Butylscopolammonium Bromide,-2.7756805419921875,False,False,2
2068,C495058,pegaptanib,-2.778932571411133,False,False,2
2069,C410767,pretomanid,-2.780069351196289,False,False,1
2070,C442442,tenofovir alafenamide,-2.783268928527832,False,False,1
2071,C052932,exifone,-2.7922661304473877,False,False,1
2072,C426859,fosamprenavir,-2.7975454330444336,False,False,1
2073,C000710373,dasiglucagon,-2.7979602813720703,False,False,1
2074,C039979,gepirone,-2.798802614212036,False,False,1
2075,C076559,arbutamine,-2.8102991580963135,False,False,1
2076,C508887,retapamulin,-2.812265396118164,False,False,1
2077,C583636,eluxadoline,-2.8179359436035156,False,False,4
2078,C547076,tafamidis,-2.8185462951660156,False,False,1
2079,D000097627,Cefpodoxime Proxetil,-2.8191521167755127,False,False,1
2080,D006536,Heptanes,-2.8212058544158936,False,False,1
2081,D001950,Bretylium Tosylate,-2.822740316390991,False,False,2
2082,C058651,tiludronic acid,-2.8240108489990234,False,False,3
2083,C084832,pronethalol,-2.8257052898406982,False,False,2
2084,D010281,Parathyroid Hormone,-2.826575517654419,False,False,3
2085,D014307,Trioxsalen,-2.8326022624969482,False,False,2
2086,C014481,dihydrocodeine,-2.8420584201812744,False,False,1
2087,D004111,Dimenhydrinate,-2.8428566455841064,False,False,4
2088,D010425,Pentolinium Tartrate,-2.8441975116729736,False,False,5
2089,C016026,oxycodone terephthalate,-2.8444864749908447,False,False,1
2090,C579707,fosaprepitant,-2.8658273220062256,False,False,2
2091,D017137,Nonoxynol,-2.8682291507720947,False,False,1
2092,C100118,ibufenac,-2.8742096424102783,False,False,4
2093,C045166,bretylium,-2.8778350353240967,False,False,1
2094,D002233,Carbocysteine,-2.8800032138824463,False,False,5
2095,D013413,Sulfadoxine,-2.881855010986328,False,False,6
2096,C012358,4-hydroxycyclophosphamide,-2.8838558197021484,False,False,5
2097,C018181,indalpine,-2.8865840435028076,False,False,1
2098,D000077554,Levobupivacaine,-2.887134313583374,False,False,1
2099,C000707607,tepotinib,-2.891082763671875,False,True,4
2100,C100193,demecarium,-2.8940608501434326,False,False,2
2101,C054920,loracarbef,-2.932886838912964,False,False,1
2102,C582727,macimorelin,-2.9365310668945312,False,False,3
2103,D007701,Kinetin,-2.950282335281372,False,False,1
2104,C534611,rGLP-1 protein,-2.9657676219940186,False,False,1
2105,C588260,dasabuvir,-2.9667415618896484,False,False,1
2106,C008865,phenyltoloxamine,-2.969169855117798,False,False,3
2107,C036432,biperiden lactate,-2.970853805541992,False,False,1
2108,C578834,rolapitant,-2.9787800312042236,False,False,2
2109,C118296,dexketoprofen trometamol,-2.9828879833221436,False,False,4
2110,C084813,propoxyphene napsylate,-2.9911205768585205,False,False,1
2111,D003519,Cyclopentolate,-2.9921085834503174,False,False,2
2112,C469289,dalbavancin,-3.003279447555542,False,False,1
2113,C103587,recombinant FVIIa,-3.009366273880005,False,False,1
2114,C100237,octotropine methylbromide,-3.0192458629608154,False,False,4
2115,C111217,vinflunine,-3.023555040359497,False,False,15
2116,C000589335,elbasvir,-3.0239973068237305,False,False,1
2117,C005386,tridihexethyl,-3.025022268295288,False,False,4
2118,D000077735,Gemifloxacin,-3.036820411682129,False,False,1
2119,C011825,fluphenazine depot,-3.040807008743286,False,False,1
2120,C027429,veralipride,-3.0500357151031494,False,False,1
2121,D011377,Proglumide,-3.072038412094116,False,False,2
2122,C017610,fluphenazine enanthate,-3.078279733657837,False,False,1
2123,C040879,citronellyl acetate,-3.1026508808135986,False,False,1
2124,D006140,Guaifenesin,-3.1098406314849854,False,False,4
2125,D003495,Cyclandelate,-3.1123876571655273,False,False,1
2126,C012262,cycrimine,-3.1347033977508545,False,False,1
2127,C000720862,mobocertinib,-3.15383243560791,False,True,2
2128,D010917,Pivampicillin,-3.18505597114563,False,False,1
2129,C080598,dapoxetine,-3.1894538402557373,False,False,2
2130,C586094,ombitasvir,-3.2642438411712646,False,False,1
2131,C032637,ceruletide diethylamine,-3.2675716876983643,False,False,1
2132,D003916,Dextromoramide,-3.268225908279419,False,False,3
2133,C004955,fosfestrol,-3.270217180252075,False,False,3
2134,C010827,dezocine,-3.343505859375,False,False,2
2135,D015378,Imipenem,-3.3577721118927,False,False,2
2136,C000604171,velpatasvir,-3.5677621364593506,False,False,2
2137,C000593612,ISIS 304801,-3.7745554447174072,False,False,2
2138,C000629420,trifarotene,-4.082568645477295,False,False,2
